"GSM1672512",3
"GSM1672513",3
"GSM1672514",3
"GSM1672515",2
"GSM1672516",3
"GSM1672517",3
"GSM1672518",3
"GSM1672519",3
"GSM1672520",3
"GSM1672521",1
"GSM1672522",1
"GSM1672523",1
"GSM1672524",3
"GSM1672525",1
"GSM1672526",3
"GSM1672527",3
"GSM1672528",1
"GSM1672529",3
"GSM1672530",2
"GSM1672531",1
"GSM1672532",1
"GSM1672533",3
"GSM1672534",4
"GSM1672535",1
"GSM1672536",3
"GSM1672537",2
"GSM1672538",3
"GSM1672539",2
"GSM1672540",3
"GSM1672541",2
"GSM1672542",1
"GSM1672543",3
"GSM1672544",3
"GSM1672545",3
"GSM1672546",2
"GSM1672547",4
"GSM1672548",1
"GSM1672549",4
"GSM1672550",2
"GSM1672551",4
"GSM1672552",1
"GSM1672553",3
"GSM1672554",3
"GSM1672555",2
"GSM1672556",2
"GSM1672557",2
"GSM1672558",3
"GSM1672559",3
"GSM1672560",3
"GSM1672561",2
"GSM1672562",2
"GSM1672563",3
"GSM1672564",1
"GSM1672565",3
"GSM1672566",3
"GSM1672567",2
"GSM1672568",3
"GSM1672569",2
"GSM1672570",3
"GSM1672571",3
"GSM1672572",3
"GSM1672573",2
"GSM1672574",3
"GSM1672575",3
"GSM1672576",4
"GSM1672577",3
"GSM1672578",4
"GSM1672579",3
"GSM1672580",3
"GSM1672581",3
"GSM1672582",3
"GSM1672583",3
"GSM1672584",2
"GSM1672585",2
"GSM1672586",3
"GSM1672587",3
"GSM1672588",1
"GSM1672589",2
"GSM1672590",3
"GSM1672591",3
"GSM1672592",4
"GSM1672593",2
"GSM1672594",3
"GSM1672595",3
"GSM1672596",3
"GSM1672597",3
"GSM1672598",3
"GSM1672599",2
"GSM1672600",3
"GSM1672601",1
"GSM1672602",2
"GSM1672603",1
"GSM1672604",3
"GSM1672605",3
"GSM1672606",3
"GSM1672607",4
"GSM1672608",2
"GSM1672609",2
"GSM1672610",2
"GSM1672611",3
"GSM1672612",1
"GSM1672613",2
"GSM1672614",2
"GSM1672615",3
"GSM1672616",3
"GSM1672617",4
"GSM1672618",3
"GSM1672619",3
"GSM1672620",2
"GSM1672621",2
"GSM1672622",2
"GSM1672623",2
"GSM1672624",3
"GSM1672625",4
"GSM1672626",3
"GSM1672627",2
"GSM1672628",1
"GSM1672629",3
"GSM1672630",4
"GSM1672631",3
"GSM1672632",2
"GSM1672633",4
"GSM1672634",2
"GSM1672635",2
"GSM1672636",3
"GSM1672637",3
"GSM1672638",3
"GSM1672639",3
"GSM1672640",4
"GSM1672641",3
"GSM1672642",3
"GSM1672643",3
"GSM1672644",2
"GSM1672645",4
"GSM1672646",4
"GSM1672647",1
"GSM1672648",2
"GSM1672649",2
"GSM1672650",3
"GSM1672651",2
"GSM1672652",3
"GSM1672653",3
"GSM1672654",2
"GSM1672655",4
"GSM1672656",4
"GSM1672657",2
"GSM1672658",3
"GSM1672659",4
"GSM1672660",4
"GSM1672661",3
"GSM1672662",3
"GSM1672663",2
"GSM1672664",2
"GSM1672665",1
"GSM1672666",2
"GSM1672667",2
"GSM1672668",3
"GSM1672669",4
"GSM1672670",2
"GSM1672671",1
"GSM1672672",2
"GSM1672673",3
"GSM1672674",2
"GSM1672675",2
"GSM1672676",2
"GSM1672677",1
"GSM1672678",4
"GSM1672679",2
"GSM1672680",2
"GSM1672681",2
"GSM1672682",4
"GSM1672683",2
"GSM1672684",4
"GSM1672685",2
"GSM1672686",1
"GSM1672687",3
"GSM1672688",2
"GSM1672689",4
"GSM1672690",4
"GSM1672691",3
"GSM1672692",2
"GSM1672693",4
"GSM1672694",4
"GSM1672695",3
"GSM1672696",3
"GSM1672697",2
"GSM1672698",1
"GSM1672699",4
"GSM1672700",3
"GSM1672701",4
"GSM1672702",4
"GSM1672703",4
"GSM1672704",1
"GSM1672705",4
"GSM1672706",2
"GSM1672707",4
"GSM1672708",3
"GSM1672709",4
"GSM1672710",3
"GSM1672711",3
"GSM1672712",4
"GSM1672713",2
"GSM1672714",3
"GSM1672715",4
"GSM1672716",3
"GSM1672717",2
"GSM1672718",2
"GSM1672719",3
"GSM1672720",2
"GSM1672721",3
"GSM1672722",3
"GSM1672723",2
